timestamp,speed,angle,esc_timestamp,state
9.86,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
9.9,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
9.96,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.0,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.06,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.09,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.16,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.2,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.24,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.3,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.34,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.4,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.46,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.5,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.56,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.6,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.66,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.7,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.76,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.8,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.86,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.9,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
10.96,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.0,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.06,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.1,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.16,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.2,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.26,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.3,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.36,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.41,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.46,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.5,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.56,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.6,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.66,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.72,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.76,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.82,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.86,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.92,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
11.97,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.02,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.06,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.12,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.16,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.22,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.26,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.32,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.36,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.42,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.46,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.52,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.57,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.62,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.66,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.72,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.76,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.82,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.86,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.92,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
12.97,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.02,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.06,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.12,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.16,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.23,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.27,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.32,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.36,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.42,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.46,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.52,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.57,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.63,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.66,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.72,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.76,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.82,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.9,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.94,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
13.98,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.04,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.08,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.14,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.18,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.24,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.28,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.35,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.38,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.44,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.48,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.54,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.58,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.65,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.68,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.74,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.79,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.85,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.89,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.95,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
14.99,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.05,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.09,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.15,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.18,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.24,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.28,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.35,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.38,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.44,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.48,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.54,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.58,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.64,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.69,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.74,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.78,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.85,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.88,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.95,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
15.98,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.05,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.11,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.15,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.2,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.25,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.3,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.34,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.41,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.46,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.51,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.55,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.61,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.65,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.71,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.74,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.8,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.87,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.9,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
16.94,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.0,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.04,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.1,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.14,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.2,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.24,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.3,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.36,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.4,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.44,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.5,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.54,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.61,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.65,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.7,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.74,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.8,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.85,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.92,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
17.95,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.01,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.05,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.11,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.15,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.21,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.28,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
18.31,"[-1, 3, 0, -3]","[25341, 5668, 7042, 27849]","[1844509, 1844510, 1844512, 1844507]","[0, 0, 0, 0]"
